"Natural herbaceous and shrub vegetation","Agricultural and livestock area","Forests","Non-vegetated area","Water bodies","Not observed"
"150,262,698 ha (53.8%)","51,051,598 ha (18.3%)","49,247,824 ha (17.6%)","23,884,535 ha (8.6%)","4,135,213 ha (1.5%)","656,618 ha (0.2%)"
