"Natural herbaceous and shrub vegetation","Agricultural and livestock area","Forests","Non-vegetated area","Water bodies","Not observed"
"151,314,233 ha (54.2%)","51,337,432 ha (18.4%)","48,149,561 ha (17.2%)","24,140,345 ha (8.6%)","3,718,622 ha (1.3%)","578,295 ha (0.2%)"
