"Natural herbaceous and shrub vegetation","Agricultural and livestock area","Forests","Non-vegetated area","Water bodies","Not observed"
"151,060,035 ha (54.1%)","50,063,202 ha (17.9%)","49,266,268 ha (17.6%)","24,018,902 ha (8.6%)","4,190,212 ha (1.5%)","639,869 ha (0.2%)"
