"Natural herbaceous and shrub vegetation","Agricultural and livestock area","Forests","Non-vegetated area","Water bodies","Not observed"
"151,159,423 ha (54.1%)","50,541,254 ha (18.1%)","48,852,597 ha (17.5%)","24,156,998 ha (8.7%)","3,957,893 ha (1.4%)","570,321 ha (0.2%)"
