"Natural herbaceous and shrub vegetation","Forests","Agricultural and livestock area","Non-vegetated area","Water bodies","Not observed"
"153,839,209 ha (55.1%)","56,263,270 ha (20.1%)","40,520,519 ha (14.5%)","23,682,033 ha (8.5%)","4,281,425 ha (1.5%)","652,030 ha (0.2%)"
