"Natural herbaceous and shrub vegetation","Agricultural and livestock area","Forests","Non-vegetated area","Water bodies","Not observed"
"150,969,161 ha (54.1%)","50,147,991 ha (18%)","49,366,202 ha (17.7%)","24,051,337 ha (8.6%)","4,080,872 ha (1.5%)","622,923 ha (0.2%)"
