"Natural herbaceous and shrub vegetation","Forests","Agricultural and livestock area","Non-vegetated area","Water bodies","Not observed"
"152,330,414 ha (54.6%)","55,424,115 ha (19.8%)","42,655,038 ha (15.3%)","23,852,448 ha (8.5%)","4,302,986 ha (1.5%)","673,485 ha (0.2%)"
