"Natural herbaceous and shrub vegetation","Forests","Agricultural and livestock area","Non-vegetated area","Water bodies","Not observed"
"152,280,703 ha (54.5%)","52,923,969 ha (19%)","45,642,185 ha (16.3%)","23,488,306 ha (8.4%)","4,263,358 ha (1.5%)","639,965 ha (0.2%)"
