"Natural herbaceous and shrub vegetation","Forests","Agricultural and livestock area","Non-vegetated area","Water bodies","Not observed"
"150,407,443 ha (53.9%)","50,162,320 ha (18%)","50,109,925 ha (17.9%)","24,029,955 ha (8.6%)","3,910,513 ha (1.4%)","618,330 ha (0.2%)"
