"Natural herbaceous and shrub vegetation","Forests","Agricultural and livestock area","Non-vegetated area","Water bodies","Not observed"
"151,060,077 ha (54.1%)","51,369,525 ha (18.4%)","48,428,857 ha (17.3%)","23,630,412 ha (8.5%)","4,133,231 ha (1.5%)","616,385 ha (0.2%)"
