"Natural herbaceous and shrub vegetation","Forests","Agricultural and livestock area","Non-vegetated area","Water bodies","Not observed"
"150,694,553 ha (54%)","50,512,816 ha (18.1%)","49,577,019 ha (17.8%)","23,935,796 ha (8.6%)","3,926,712 ha (1.4%)","591,591 ha (0.2%)"
