"Natural herbaceous and shrub vegetation","Forests","Agricultural and livestock area","Non-vegetated area","Water bodies","Not observed"
"150,950,178 ha (54.1%)","50,803,238 ha (18.2%)","49,133,007 ha (17.6%)","23,764,233 ha (8.5%)","4,002,623 ha (1.4%)","585,209 ha (0.2%)"
