"Natural herbaceous and shrub vegetation","Agricultural and livestock area","Forests","Non-vegetated area","Water bodies","Not observed"
"151,343,203 ha (54.2%)","51,603,362 ha (18.5%)","47,926,194 ha (17.2%)","24,138,380 ha (8.6%)","3,662,562 ha (1.3%)","564,787 ha (0.2%)"
