"Natural herbaceous and shrub vegetation","Forests","Agricultural and livestock area","Non-vegetated area","Water bodies","Not observed"
"151,753,493 ha (54.3%)","54,887,770 ha (19.7%)","43,811,919 ha (15.7%)","23,955,644 ha (8.6%)","4,215,748 ha (1.5%)","613,913 ha (0.2%)"
