"Natural herbaceous and shrub vegetation","Forests","Agricultural and livestock area","Non-vegetated area","Water bodies","Not observed"
"152,876,672 ha (54.7%)","56,454,757 ha (20.2%)","41,214,024 ha (14.8%)","23,752,720 ha (8.5%)","4,313,802 ha (1.5%)","626,513 ha (0.2%)"
