"Natural herbaceous and shrub vegetation","Forests","Agricultural and livestock area","Non-vegetated area","Water bodies","Not observed"
"155,734,205 ha (55.8%)","56,947,136 ha (20.4%)","37,831,932 ha (13.5%)","23,907,639 ha (8.6%)","4,155,676 ha (1.5%)","661,899 ha (0.2%)"
