"Natural herbaceous and shrub vegetation","Forests","Agricultural and livestock area","Non-vegetated area","Water bodies","Not observed"
"151,901,177 ha (54.4%)","52,282,222 ha (18.7%)","46,607,206 ha (16.7%)","23,604,951 ha (8.5%)","4,186,404 ha (1.5%)","656,527 ha (0.2%)"
