"Natural herbaceous and shrub vegetation","Agricultural and livestock area","Forests","Non-vegetated area","Water bodies","Not observed"
"153,338,861 ha (54.9%)","51,211,246 ha (18.3%)","46,458,167 ha (16.6%)","23,946,388 ha (8.6%)","3,755,407 ha (1.3%)","528,416 ha (0.2%)"
