"Natural herbaceous and shrub vegetation","Forests","Agricultural and livestock area","Non-vegetated area","Water bodies","Not observed"
"151,988,784 ha (54.4%)","54,491,292 ha (19.5%)","44,345,343 ha (15.9%)","23,453,633 ha (8.4%)","4,398,351 ha (1.6%)","561,083 ha (0.2%)"
