"Natural herbaceous and shrub vegetation","Forests","Agricultural and livestock area","Non-vegetated area","Water bodies","Not observed"
"151,797,762 ha (54.4%)","54,482,190 ha (19.5%)","44,586,811 ha (16%)","23,645,338 ha (8.5%)","4,175,036 ha (1.5%)","551,350 ha (0.2%)"
